Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777517383,10,,Aggregated,0.875000,0.000000,2100,2100,2100,2100,5700,5800,5800,5800,5800,5800,5800,12,0,55,1663.419516677095,21.441300021251664,5757.725300005404,307.1666666666667
1777517384,10,,Aggregated,0.875000,0.000000,55,2100,2100,2100,5700,5800,5800,5800,5800,5800,5800,15,0,55,1474.502793342496,21.441300021251664,5757.725300005404,316.6
1777517385,10,,Aggregated,1.100000,0.000000,55,2100,2100,2100,5800,8000,8000,8000,8000,8000,8000,19,0,55,1699.5701000069905,16.538600000785664,8041.47950001061,308.2105263157895
1777517386,10,,Aggregated,1.500000,0.000000,55,2100,2100,2100,5800,8000,8000,8000,8000,8000,8000,20,0,42,1615.4350850061746,16.538600000785664,8041.47950001061,296.5
1777517387,10,,Aggregated,1.700000,0.000000,47,2100,2100,2100,5700,5800,8000,8000,8000,8000,8000,22,0,42,1472.356236369127,16.538600000785664,8041.47950001061,300.09090909090907
1777517388,10,,Aggregated,1.800000,0.000000,42,2100,2100,2100,5700,5800,8000,8000,8000,8000,8000,23,0,42,1409.210008701927,16.538600000785664,8041.47950001061,290.2608695652174
1777517389,10,,Aggregated,1.900000,0.000000,47,2100,2100,2100,5800,8000,11000,11000,11000,11000,11000,24,0,42,1798.3065375058989,16.538600000785664,10747.526699997252,296.2916666666667
1777517390,10,,Aggregated,2.000000,0.000000,42,2100,2100,2100,5800,8000,11000,11000,11000,11000,11000,25,0,42,1727.2734000056516,16.538600000785664,10747.526699997252,287.4
1777517391,10,,Aggregated,2.000000,0.000000,47,2100,2100,2100,8000,11000,11000,11000,11000,11000,11000,28,0,42,2001.839310719723,16.538600000785664,10747.788499982562,294.9642857142857
1777517392,10,,Aggregated,2.000000,0.000000,47,2100,2100,2100,8000,11000,11000,11000,11000,11000,11000,30,0,42,1871.3263566722162,16.538600000785664,10747.788499982562,297.6333333333333
1777517393,10,,Aggregated,1.800000,0.000000,46,2100,2100,2100,5800,11000,11000,11000,11000,11000,11000,31,0,46,1812.4311032316332,16.538600000785664,10747.788499982562,298.83870967741933
1777517394,10,,Aggregated,2.000000,0.000000,46,2100,2100,2100,8000,11000,11000,11000,11000,11000,11000,34,0,42,1984.130776476163,16.538600000785664,11192.802000005031,303.0
1777517395,10,,Aggregated,1.900000,0.000000,42,2100,2100,2100,8000,11000,11000,11000,11000,11000,11000,37,0,42,1826.3567108165385,16.538600000785664,11192.802000005031,306.02702702702703
1777517396,10,,Aggregated,1.700000,0.000000,46,2100,2100,2100,8000,11000,12000,12000,12000,12000,12000,42,0,44,1987.3649190523706,16.538600000785664,11714.19229998719,314.0238095238095
1777517397,10,,Aggregated,1.800000,0.000000,44,2100,2100,2100,8000,11000,12000,12000,12000,12000,12000,43,0,44,1941.715932562866,16.538600000785664,11714.19229998719,308.4418604651163
1777517398,10,,Aggregated,1.800000,0.000000,44,2100,2100,2100,8000,11000,12000,12000,12000,12000,12000,44,0,42,1898.5371795497485,16.538600000785664,11714.19229998719,309.52272727272725
1777517399,10,,Aggregated,2.200000,0.000000,44,2000,2100,2100,8000,11000,12000,12000,12000,12000,12000,46,0,42,1817.8964108734838,16.538600000785664,11714.19229998719,310.6304347826087
1777517400,10,,Aggregated,2.100000,0.000000,44,2100,2100,2100,11000,11000,14000,14000,14000,14000,14000,47,0,44,2073.435806386926,16.538600000785664,13828.24800000526,311.8510638297872
1777517401,10,,Aggregated,2.200000,0.000000,44,2100,2100,2100,11000,11000,14000,14000,14000,14000,14000,49,0,44,2031.994124493153,16.538600000785664,13828.24800000526,313.55102040816325
1777517402,10,,Aggregated,2.200000,0.000000,44,2100,2100,2100,11000,11000,14000,14000,14000,14000,14000,49,0,44,2031.994124493153,16.538600000785664,13828.24800000526,313.55102040816325
